,S/N,DATE,OrderNumber,SKU,PCS,ReferenceID,Location,Alley_Number,Cellule,Coord,AlleyCell,Size
240,240,12/3/2018,3756837,387270,1,387270,A0904304,A09,4,"[24, 9.0]",A0904,"(100, 60)"
241,241,12/3/2018,3756832,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904,"(200, 160)"
242,242,12/3/2018,3756825,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
243,243,12/3/2018,3756826,264149,1,264149,A0911204,A09,11,"[26, 15.0]",A0911,"(330, 320)"
244,244,12/3/2018,3756822,267283,1,267283,A0809104,A08,9,"[29.25, 13.5]",A0809,"(390, 380)"
245,245,12/3/2018,3756819,439893,1,439893,A1005502,A10,5,"[22.75, 10.5]",A1005,"(250, 100)"
246,246,12/3/2018,3756804,366681,1,366681,A0104402,A01,4,"[50.75, 9.0]",A0104,"(400, 280)"
247,247,12/3/2018,3756804,366684,1,366684,A0109101,A01,9,"[52.0, 13.5]",A0109,"(180, 300)"
248,248,12/3/2018,3756799,311661,1,311661,A1005303,A10,5,"[22.75, 10.5]",A1005,"(350, 260)"
249,249,12/3/2018,3756711,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904,"(200, 160)"
250,250,12/3/2018,3756444,370780,1,370780,A0910101,A09,10,"[24, 13.5]",A0910,"(80, 300)"
251,251,12/3/2018,3755622,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906,"(300, 100)"
252,252,12/3/2018,3755622,353793,1,353793,A1022402,A10,22,"[20.75, 22.5]",A1022,"(410, 360)"
253,253,12/3/2018,3755617,366659,1,366659,A0510402,A05,10,"[37.75, 13.5]",A0510,"(210, 80)"
254,254,12/3/2018,3755617,466406,1,466406,A1007501,A10,7,"[22.75, 12.0]",A1007,"(150, 40)"
255,255,12/3/2018,3755565,353793,1,353793,A1022402,A10,22,"[20.75, 22.5]",A1022,"(410, 360)"
256,256,12/3/2018,3755541,353793,1,353793,A1022402,A10,22,"[20.75, 22.5]",A1022,"(410, 360)"
257,257,12/3/2018,3755540,424784,1,424784,A0516102,A05,16,"[37.75, 18.0]",A0516,"(100, 340)"
258,258,12/3/2018,3755531,335346,1,335346,A1011303,A10,11,"[22.75, 15.0]",A1011,"(430, 300)"
259,259,12/3/2018,3755444,450078,1,450078,A0904104,A09,4,"[24, 9.0]",A0904,"(140, 180)"
260,260,12/3/2018,3755399,348791,1,348791,A0902203,A09,2,"[24, 6.0]",A0902,"(220, 220)"
261,261,12/3/2018,3755406,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
262,262,12/3/2018,3755395,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
263,263,12/3/2018,3755318,359923,1,359923,A0706404,A07,6,"[31.25, 10.5]",A0706,"(160, 280)"
264,264,12/3/2018,3755311,17769,1,17769,A0404301,A04,4,"[41.0, 9.0]",A0404,"(380, 180)"
265,265,12/3/2018,3755309,364842,1,364842,A0405201,A04,5,"[42.25, 10.5]",A0405,"(430, 280)"
266,266,12/3/2018,3755305,311668,1,311668,A0916402,A09,16,"[24, 18.0]",A0916,"(180, 60)"
267,267,12/3/2018,3755305,406455,1,406455,A0822102,A08,22,"[28.0, 22.5]",A0822,"(300, 60)"
268,268,12/3/2018,3755304,370781,1,370781,A1008402,A10,8,"[20.75, 12.0]",A1008,"(300, 280)"
269,269,12/3/2018,3755300,425587,1,425587,A0305504,A03,5,"[45.5, 10.5]",A0305,"(410, 280)"
270,270,12/3/2018,3755301,371176,1,371176,A0418302,A04,18,"[41.0, 19.5]",A0418,"(260, 120)"
271,271,12/3/2018,3755289,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
272,272,12/3/2018,3755289,440471,1,440471,A1008101,A10,8,"[20.75, 12.0]",A1008,"(140, 360)"
273,273,12/3/2018,3755289,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008,"(350, 140)"
274,274,12/3/2018,3755289,440474,1,440474,A1008301,A10,8,"[20.75, 12.0]",A1008,"(330, 200)"
275,275,12/3/2018,3755275,444228,1,444228,A0910201,A09,10,"[24, 13.5]",A0910,"(410, 140)"
276,276,12/3/2018,3755272,436724,1,436724,A0411302,A04,11,"[42.25, 15.0]",A0411,"(180, 80)"
277,277,12/3/2018,3755272,436726,1,436726,A0412201,A04,12,"[41.0, 15.0]",A0412,"(300, 200)"
278,278,12/3/2018,3755272,440970,1,440970,A0418201,A04,18,"[41.0, 19.5]",A0418,"(110, 200)"
279,279,12/3/2018,3755264,366659,1,366659,A0510402,A05,10,"[37.75, 13.5]",A0510,"(210, 80)"
280,280,12/3/2018,3755264,466406,1,466406,A1007501,A10,7,"[22.75, 12.0]",A1007,"(150, 40)"
281,281,12/3/2018,3755250,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
282,282,12/3/2018,3755229,397506,1,397506,A1013402,A10,13,"[22.75, 16.5]",A1013,"(270, 200)"
283,283,12/3/2018,3755229,397509,1,397509,A1015201,A10,15,"[22.75, 18.0]",A1015,"(320, 160)"
284,284,12/3/2018,3755229,423112,1,423112,A1004402,A10,4,"[20.75, 9.0]",A1004,"(330, 120)"
285,285,12/3/2018,3755236,420032,2,420032,A0901202,A09,1,"[26, 6.0]",A0901,"(80, 160)"
286,286,12/3/2018,3755185,461527,1,461527,A0313306,A03,13,"[45.5, 16.5]",A0313,"(70, 260)"
287,287,12/3/2018,3756465,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
288,288,12/3/2018,3755155,459353,1,459353,A1016502,A10,16,"[20.75, 18.0]",A1016,"(400, 280)"
289,289,12/3/2018,3755131,425969,1,425969,A0304507,A03,4,"[44.25, 9.0]",A0304,"(410, 260)"
290,290,12/3/2018,3755129,260229,1,260229,A0920303,A09,20,"[24, 21.0]",A0920,"(90, 280)"
291,291,12/3/2018,3755125,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
292,292,12/3/2018,3755093,370815,1,370815,A0910204,A09,10,"[24, 13.5]",A0910,"(260, 180)"
293,293,12/3/2018,3755093,424782,1,424782,A1015504,A10,15,"[22.75, 18.0]",A1015,"(270, 320)"
294,294,12/3/2018,3755120,322439,1,322439,A0918401,A09,18,"[24, 19.5]",A0918,"(180, 120)"
295,295,12/3/2018,3755087,440736,1,440736,A1013401,A10,13,"[22.75, 16.5]",A1013,"(320, 380)"
296,296,12/3/2018,3755081,292187,1,292187,A0914401,A09,14,"[24, 16.5]",A0914,"(50, 180)"
297,297,12/3/2018,3755079,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
298,298,12/3/2018,3755080,392320,1,392320,A0308307,A03,8,"[44.25, 12.0]",A0308,"(210, 380)"
299,299,12/3/2018,3754773,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
300,300,12/3/2018,3754662,295643,1,295643,A0904404,A09,4,"[24, 9.0]",A0904,"(150, 320)"
301,301,12/3/2018,3754681,202889,1,202889,A0914502,A09,14,"[24, 16.5]",A0914,"(420, 60)"
302,302,12/3/2018,3754681,276871,1,276871,A0913204,A09,13,"[26, 16.5]",A0913,"(70, 160)"
303,303,12/3/2018,3754681,372105,1,372105,A1022104,A10,22,"[20.75, 22.5]",A1022,"(190, 80)"
304,304,12/3/2018,3754448,329471,1,329471,A0511301,A05,11,"[39.0, 15.0]",A0511,"(410, 160)"
305,305,12/3/2018,3754448,400127,2,400127,A1108201,A11,8,"[15.25, 12.0]",A1108,"(120, 80)"
306,306,12/3/2018,3754448,406291,1,406291,A1014103,A10,14,"[20.75, 16.5]",A1014,"(240, 260)"
307,307,12/3/2018,3754491,439926,1,439926,A1006503,A10,6,"[20.75, 10.5]",A1006,"(360, 120)"
308,308,12/3/2018,3754167,404160,1,404160,A0911203,A09,11,"[26, 15.0]",A0911,"(120, 160)"
309,309,12/3/2018,3753682,255371,1,255371,A0222304,A02,22,"[47.5, 22.5]",A0222,"(280, 20)"
310,310,12/4/2018,3759739,260229,1,260229,A0920303,A09,20,"[24, 21.0]",A0920,"(90, 280)"
311,311,12/4/2018,3759739,295637,1,295637,A0810404,A08,10,"[28.0, 13.5]",A0810,"(130, 140)"
312,312,12/4/2018,3759739,295640,1,295640,A0810503,A08,10,"[28.0, 13.5]",A0810,"(150, 180)"
313,313,12/4/2018,3759739,445809,1,445809,A0709301,A07,9,"[32.5, 13.5]",A0709,"(190, 160)"
314,314,12/4/2018,3759728,102179,1,102179,A0305303,A03,5,"[45.5, 10.5]",A0305,"(140, 240)"
315,315,12/4/2018,3759728,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
316,316,12/4/2018,3759726,351020,1,351020,A0902102,A09,2,"[24, 6.0]",A0902,"(310, 40)"
317,317,12/4/2018,3759717,370781,1,370781,A1008402,A10,8,"[20.75, 12.0]",A1008,"(300, 280)"
318,318,12/4/2018,3759716,424784,1,424784,A0516102,A05,16,"[37.75, 18.0]",A0516,"(100, 340)"
319,319,12/4/2018,3759716,440736,1,440736,A1013401,A10,13,"[22.75, 16.5]",A1013,"(320, 380)"
320,320,12/4/2018,3759715,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
321,321,12/4/2018,3759715,370775,1,370775,A1009204,A10,9,"[22.75, 13.5]",A1009,"(270, 100)"
322,322,12/4/2018,3759715,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
323,323,12/4/2018,3759715,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
324,324,12/4/2018,3759715,440470,1,440470,A1007403,A10,7,"[22.75, 12.0]",A1007,"(390, 60)"
325,325,12/4/2018,3759715,440471,1,440471,A1008101,A10,8,"[20.75, 12.0]",A1008,"(140, 360)"
326,326,12/4/2018,3759715,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008,"(350, 140)"
327,327,12/4/2018,3759715,440473,1,440473,A1008203,A10,8,"[20.75, 12.0]",A1008,"(90, 340)"
328,328,12/4/2018,3759715,440474,1,440474,A1008301,A10,8,"[20.75, 12.0]",A1008,"(330, 200)"
329,329,12/4/2018,3759715,444817,1,444817,A0514203,A05,14,"[37.75, 16.5]",A0514,"(50, 100)"
330,330,12/4/2018,3759711,449733,1,449733,A0918104,A09,18,"[24, 19.5]",A0918,"(200, 160)"
331,331,12/4/2018,3759702,454369,1,454369,A0608204,A06,8,"[34.5, 12.0]",A0608,"(360, 120)"
332,332,12/4/2018,3759703,406548,1,406548,A0414402,A04,14,"[41.0, 16.5]",A0414,"(60, 100)"
333,333,12/4/2018,3759705,102233,1,102233,A0321206,A03,21,"[45.5, 22.5]",A0321,"(160, 220)"
334,334,12/4/2018,3759705,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
335,335,12/4/2018,3759686,353793,1,353793,A1022402,A10,22,"[20.75, 22.5]",A1022,"(410, 360)"
336,336,12/4/2018,3759679,419208,1,419208,A0503301,A05,3,"[39.0, 9.0]",A0503,"(300, 20)"
337,337,12/4/2018,3759675,331363,1,331363,A0611402,A06,11,"[35.75, 15.0]",A0611,"(180, 100)"
338,338,12/4/2018,3759672,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
339,339,12/4/2018,3759661,396484,1,396484,A0504302,A05,4,"[37.75, 9.0]",A0504,"(440, 380)"
340,340,12/4/2018,3759653,339212,1,339212,A0612403,A06,12,"[34.5, 15.0]",A0612,"(410, 180)"
341,341,12/4/2018,3759631,388041,1,388041,A0804403,A08,4,"[28.0, 9.0]",A0804,"(90, 160)"
342,342,12/4/2018,3759631,411107,1,411107,A0614103,A06,14,"[34.5, 16.5]",A0614,"(170, 40)"
343,343,12/4/2018,3759626,372093,1,372093,A1001201,A10,1,"[22.75, 6.0]",A1001,"(340, 300)"
344,344,12/4/2018,3759626,440736,1,440736,A1013401,A10,13,"[22.75, 16.5]",A1013,"(320, 380)"
345,345,12/4/2018,3759621,280053,1,280053,A0715204,A07,15,"[32.5, 18.0]",A0715,"(100, 240)"
346,346,12/4/2018,3759621,329167,1,329167,A1106504,A11,6,"[15.25, 10.5]",A1106,"(130, 80)"
347,347,12/4/2018,3759621,354785,1,354785,A1102101,A11,2,"[15.25, 6.0]",A1102,"(160, 280)"
348,348,12/4/2018,3759609,331363,1,331363,A0611402,A06,11,"[35.75, 15.0]",A0611,"(180, 100)"
349,349,12/4/2018,3759598,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
350,350,12/4/2018,3759586,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906,"(300, 100)"
351,351,12/4/2018,3759586,353793,1,353793,A1022402,A10,22,"[20.75, 22.5]",A1022,"(410, 360)"
352,352,12/4/2018,3759586,370815,1,370815,A0910204,A09,10,"[24, 13.5]",A0910,"(260, 180)"
353,353,12/4/2018,3759579,361210,1,361210,A0908404,A09,8,"[24, 12.0]",A0908,"(240, 140)"
354,354,12/4/2018,3759579,361211,1,361211,A0908502,A09,8,"[24, 12.0]",A0908,"(380, 60)"
355,355,12/4/2018,3759578,402543,1,402543,A1103502,A11,3,"[19.5, 9.0]",A1103,"(340, 320)"
356,356,12/4/2018,3759578,402545,1,402545,A1106301,A11,6,"[15.25, 10.5]",A1106,"(160, 40)"
357,357,12/4/2018,3759572,336264,1,336264,A0207301,A02,7,"[48.75, 12.0]",A0207,"(330, 20)"
358,358,12/4/2018,3759573,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
359,359,12/4/2018,3759573,402695,1,402695,A0314408,A03,14,"[44.25, 16.5]",A0314,"(330, 20)"
360,360,12/4/2018,3759566,466405,1,466405,A1007503,A10,7,"[22.75, 12.0]",A1007,"(300, 280)"
361,361,12/4/2018,3759564,336641,1,336641,A0302402,A03,2,"[44.25, 6.0]",A0302,"(180, 140)"
362,362,12/4/2018,3759564,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
363,363,12/4/2018,3759561,336264,1,336264,A0207301,A02,7,"[48.75, 12.0]",A0207,"(330, 20)"
364,364,12/4/2018,3759561,349871,1,349871,A0511503,A05,11,"[39.0, 15.0]",A0511,"(420, 80)"
365,365,12/4/2018,3759557,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
366,366,12/4/2018,3759543,299903,1,299903,A0311105,A03,11,"[45.5, 15.0]",A0311,"(320, 160)"
367,367,12/4/2018,3759543,425631,1,425631,A0609304,A06,9,"[35.75, 13.5]",A0609,"(380, 140)"
368,368,12/4/2018,3759533,286879,1,286879,A0317108,A03,17,"[45.5, 19.5]",A0317,"(440, 120)"
369,369,12/4/2018,3759521,402553,2,402553,A1117402,A11,17,"[19.5, 19.5]",A1117,"(390, 280)"
370,370,12/4/2018,3759521,442219,1,442219,A0512502,A05,12,"[37.75, 15.0]",A0512,"(240, 300)"
371,371,12/4/2018,3759514,348790,1,348790,A0902201,A09,2,"[24, 6.0]",A0902,"(200, 280)"
372,372,12/4/2018,3759486,387777,1,387777,A0614101,A06,14,"[34.5, 16.5]",A0614,"(410, 360)"
373,373,12/4/2018,3759477,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
374,374,12/4/2018,3759478,231197,1,231197,A0619503,A06,19,"[35.75, 21.0]",A0619,"(170, 320)"
375,375,12/4/2018,3759468,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
376,376,12/4/2018,3759468,460832,1,460832,A0415404,A04,15,"[42.25, 18.0]",A0415,"(420, 360)"
377,377,12/4/2018,3759454,287407,1,287407,A0609104,A06,9,"[35.75, 13.5]",A0609,"(310, 40)"
378,378,12/4/2018,3759454,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
379,379,12/4/2018,3759454,445009,1,445009,A0621402,A06,21,"[35.75, 22.5]",A0621,"(270, 340)"
380,380,12/4/2018,3759453,295640,1,295640,A0810503,A08,10,"[28.0, 13.5]",A0810,"(150, 180)"
381,381,12/4/2018,3759453,399060,1,399060,A0407201,A04,7,"[42.25, 12.0]",A0407,"(260, 380)"
382,382,12/4/2018,3759453,452648,1,452648,A0905404,A09,5,"[26, 10.5]",A0905,"(380, 360)"
383,383,12/4/2018,3759453,465708,1,465708,A1004502,A10,4,"[20.75, 9.0]",A1004,"(110, 240)"
384,384,12/4/2018,3759451,118609,1,118609,A0322501,A03,22,"[44.25, 22.5]",A0322,"(380, 60)"
385,385,12/4/2018,3759451,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
386,386,12/4/2018,3759408,439924,1,439924,A1006404,A10,6,"[20.75, 10.5]",A1006,"(180, 140)"
387,387,12/4/2018,3759406,329374,1,329374,A1015103,A10,15,"[22.75, 18.0]",A1015,"(140, 260)"
388,388,12/4/2018,3759396,423112,1,423112,A1004402,A10,4,"[20.75, 9.0]",A1004,"(330, 120)"
389,389,12/4/2018,3759380,253482,1,253482,A0721403,A07,21,"[32.5, 22.5]",A0721,"(130, 160)"
390,390,12/4/2018,3759378,349865,2,349865,A0719103,A07,19,"[32.5, 21.0]",A0719,"(60, 300)"
391,391,12/4/2018,3759378,404959,2,404959,A0106502,A01,6,"[50.75, 10.5]",A0106,"(310, 240)"
392,392,12/4/2018,3759370,263736,1,263736,A0406401,A04,6,"[41.0, 10.5]",A0406,"(110, 60)"
393,393,12/4/2018,3759363,250825,2,250825,A0613504,A06,13,"[35.75, 16.5]",A0613,"(50, 360)"
394,394,12/4/2018,3759350,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904,"(200, 160)"
395,395,12/4/2018,3759341,411107,1,411107,A0614103,A06,14,"[34.5, 16.5]",A0614,"(170, 40)"
396,396,12/4/2018,3759341,454369,1,454369,A0608204,A06,8,"[34.5, 12.0]",A0608,"(360, 120)"
397,397,12/4/2018,3759342,263408,1,263408,A0204205,A02,4,"[47.5, 9.0]",A0204,"(440, 120)"
398,398,12/4/2018,3759331,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
399,399,12/4/2018,3759331,402695,1,402695,A0314408,A03,14,"[44.25, 16.5]",A0314,"(330, 20)"
400,400,12/4/2018,3759330,254222,1,254222,A0719102,A07,19,"[32.5, 21.0]",A0719,"(290, 120)"
401,401,12/4/2018,3759329,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
402,402,12/4/2018,3759329,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008,"(350, 140)"
403,403,12/4/2018,3759326,365944,1,365944,A0609301,A06,9,"[35.75, 13.5]",A0609,"(190, 240)"
404,404,12/4/2018,3759326,388059,1,388059,A0806103,A08,6,"[28.0, 10.5]",A0806,"(70, 280)"
405,405,12/4/2018,3759326,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
406,406,12/4/2018,3759319,444077,1,444077,A0502503,A05,2,"[37.75, 6.0]",A0502,"(50, 360)"
407,407,12/4/2018,3759318,403849,1,403849,A0308201,A03,8,"[44.25, 12.0]",A0308,"(260, 360)"
408,408,12/4/2018,3759316,438389,1,438389,A0704402,A07,4,"[31.25, 9.0]",A0704,"(420, 160)"
409,409,12/4/2018,3759305,308519,1,308519,A0520203,A05,20,"[37.75, 21.0]",A0520,"(220, 160)"
410,410,12/4/2018,3759306,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
411,411,12/4/2018,3759295,454369,1,454369,A0608204,A06,8,"[34.5, 12.0]",A0608,"(360, 120)"
412,412,12/4/2018,3759275,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
413,413,12/4/2018,3759273,360580,1,360580,A0508103,A05,8,"[37.75, 12.0]",A0508,"(180, 140)"
414,414,12/4/2018,3759273,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
415,415,12/4/2018,3759250,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904,"(200, 160)"
416,416,12/4/2018,3759250,441092,3,441092,A1006402,A10,6,"[20.75, 10.5]",A1006,"(220, 260)"
417,417,12/4/2018,3759246,336641,1,336641,A0302402,A03,2,"[44.25, 6.0]",A0302,"(180, 140)"
418,418,12/4/2018,3759246,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
419,419,12/4/2018,3759233,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
420,420,12/4/2018,3759233,440471,1,440471,A1008101,A10,8,"[20.75, 12.0]",A1008,"(140, 360)"
421,421,12/4/2018,3759223,439405,1,439405,A0403203,A04,3,"[42.25, 9.0]",A0403,"(150, 120)"
422,422,12/4/2018,3759217,340386,1,340386,A0920102,A09,20,"[24, 21.0]",A0920,"(140, 120)"
423,423,12/4/2018,3759219,372093,1,372093,A1001201,A10,1,"[22.75, 6.0]",A1001,"(340, 300)"
424,424,12/4/2018,3759203,359257,1,359257,A0913101,A09,13,"[26, 16.5]",A0913,"(420, 40)"
425,425,12/4/2018,3759203,401669,1,401669,A0414104,A04,14,"[41.0, 16.5]",A0414,"(220, 120)"
426,426,12/4/2018,3759185,399610,1,399610,A1011202,A10,11,"[22.75, 15.0]",A1011,"(210, 100)"
427,427,12/4/2018,3759168,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
428,428,12/4/2018,3759165,401262,1,401262,A0505402,A05,5,"[39.0, 10.5]",A0505,"(100, 380)"
429,429,12/4/2018,3759150,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
430,430,12/4/2018,3759151,288268,1,288268,A0304203,A03,4,"[44.25, 9.0]",A0304,"(320, 180)"
431,431,12/4/2018,3759151,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
432,432,12/4/2018,3759148,57275,1,57275,A0405203,A04,5,"[42.25, 10.5]",A0405,"(430, 120)"
433,433,12/4/2018,3759148,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
434,434,12/4/2018,3759149,459353,1,459353,A1016502,A10,16,"[20.75, 18.0]",A1016,"(400, 280)"
435,435,12/4/2018,3759139,440470,1,440470,A1007403,A10,7,"[22.75, 12.0]",A1007,"(390, 60)"
436,436,12/4/2018,3759139,440471,1,440471,A1008101,A10,8,"[20.75, 12.0]",A1008,"(140, 360)"
437,437,12/4/2018,3759139,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008,"(350, 140)"
438,438,12/4/2018,3759139,440473,1,440473,A1008203,A10,8,"[20.75, 12.0]",A1008,"(90, 340)"
439,439,12/4/2018,3759139,440474,1,440474,A1008301,A10,8,"[20.75, 12.0]",A1008,"(330, 200)"
440,440,12/4/2018,3759107,335346,1,335346,A1011303,A10,11,"[22.75, 15.0]",A1011,"(430, 300)"
441,441,12/4/2018,3759107,431861,1,431861,A0701202,A07,1,"[32.5, 6.0]",A0701,"(150, 20)"
442,442,12/4/2018,3759088,264149,1,264149,A0911204,A09,11,"[26, 15.0]",A0911,"(330, 320)"
443,443,12/4/2018,3759088,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
444,444,12/4/2018,3759084,263738,1,263738,A0412503,A04,12,"[41.0, 15.0]",A0412,"(360, 120)"
445,445,12/4/2018,3759085,388059,1,388059,A0806103,A08,6,"[28.0, 10.5]",A0806,"(70, 280)"
446,446,12/4/2018,3759068,174087,1,174087,A0403202,A04,3,"[42.25, 9.0]",A0403,"(200, 260)"
447,447,12/4/2018,3759081,302739,1,302739,A0703201,A07,3,"[32.5, 9.0]",A0703,"(50, 300)"
448,448,12/4/2018,3759064,351391,1,351391,A0812503,A08,12,"[28.0, 15.0]",A0812,"(280, 140)"
449,449,12/4/2018,3759065,402543,1,402543,A1103502,A11,3,"[19.5, 9.0]",A1103,"(340, 320)"
450,450,12/4/2018,3759065,402545,1,402545,A1106301,A11,6,"[15.25, 10.5]",A1106,"(160, 40)"
451,451,12/4/2018,3759063,366681,1,366681,A0104402,A01,4,"[50.75, 9.0]",A0104,"(400, 280)"
452,452,12/4/2018,3759061,452603,1,452603,A1006403,A10,6,"[20.75, 10.5]",A1006,"(60, 180)"
453,453,12/4/2018,3758970,253464,1,253464,A0507401,A05,7,"[39.0, 12.0]",A0507,"(120, 100)"
454,454,12/4/2018,3758970,253482,1,253482,A0721403,A07,21,"[32.5, 22.5]",A0721,"(130, 160)"
455,455,12/4/2018,3758966,450078,1,450078,A0904104,A09,4,"[24, 9.0]",A0904,"(140, 180)"
456,456,12/4/2018,3758956,419201,1,419201,A0503201,A05,3,"[39.0, 9.0]",A0503,"(350, 60)"
457,457,12/4/2018,3758963,348798,1,348798,A0907202,A09,7,"[26, 12.0]",A0907,"(170, 200)"
458,458,12/4/2018,3758963,348801,1,348801,A0904103,A09,4,"[24, 9.0]",A0904,"(370, 280)"
459,459,12/4/2018,3758953,408363,1,408363,A0207102,A02,7,"[48.75, 12.0]",A0207,"(50, 280)"
460,460,12/4/2018,3758879,428395,1,428395,A0317205,A03,17,"[45.5, 19.5]",A0317,"(130, 60)"
461,461,12/4/2018,3758774,263956,1,263956,A0206501,A02,6,"[47.5, 10.5]",A0206,"(380, 360)"
462,462,12/4/2018,3758775,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
463,463,12/4/2018,3758773,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
464,464,12/4/2018,3758770,424782,1,424782,A1015504,A10,15,"[22.75, 18.0]",A1015,"(270, 320)"
465,465,12/4/2018,3758756,428392,1,428392,A0318303,A03,18,"[44.25, 19.5]",A0318,"(90, 80)"
466,466,12/4/2018,3758748,299851,1,299851,A0610104,A06,10,"[34.5, 13.5]",A0610,"(200, 220)"
467,467,12/4/2018,3758748,387162,1,387162,A0704502,A07,4,"[31.25, 9.0]",A0704,"(130, 360)"
468,468,12/4/2018,3758740,258929,1,258929,A0321508,A03,21,"[45.5, 22.5]",A0321,"(240, 260)"
469,469,12/4/2018,3758740,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
470,470,12/4/2018,3758737,315314,6,315314,A0305102,A03,5,"[45.5, 10.5]",A0305,"(50, 60)"
471,471,12/4/2018,3758509,371177,1,371177,A0320508,A03,20,"[44.25, 21.0]",A0320,"(150, 340)"
472,472,12/4/2018,3758498,366684,1,366684,A0109101,A01,9,"[52.0, 13.5]",A0109,"(180, 300)"
473,473,12/4/2018,3758493,402543,1,402543,A1103502,A11,3,"[19.5, 9.0]",A1103,"(340, 320)"
474,474,12/4/2018,3758493,402545,1,402545,A1106301,A11,6,"[15.25, 10.5]",A1106,"(160, 40)"
475,475,12/4/2018,3758492,370815,1,370815,A0910204,A09,10,"[24, 13.5]",A0910,"(260, 180)"
476,476,12/4/2018,3758442,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
477,477,12/4/2018,3758428,423113,1,423113,A1009102,A10,9,"[22.75, 13.5]",A1009,"(370, 280)"
478,478,12/4/2018,3758425,401692,1,401692,A0405504,A04,5,"[42.25, 10.5]",A0405,"(380, 60)"
479,479,12/4/2018,3758423,422249,1,422249,A1115201,A11,15,"[19.5, 18.0]",A1115,"(100, 140)"
480,480,12/4/2018,3758413,192928,1,192928,A0717404,A07,17,"[32.5, 19.5]",A0717,"(250, 380)"
