Posting No.,Document No.,Posting Date,Customer No.,Customer Name,Ship-to Name,Division Code,No.,Description,Packing Size,Qty. per Unit of Measure,UOM,Quantity,Quantity (Base)
FSD2INV-220501197,FSD2SO-063313,5/25/2022,C-2106028,MY TERRITORY - FOCH,8 Degrees Taiwanese Bistro - Foch,FSD2,ZZSISRFS1KG,YOWE REFINED SUGAR,25 x 1KG,1,PKT,6,6
FSD2INV-220501197,FSD2SO-063313,5/25/2022,C-2106028,MY TERRITORY - FOCH,8 Degrees Taiwanese Bistro - Foch,FSD2,YWVEGCOG17LTR,YOWE VEGETABLE COOKING OIL-gross 17ltr,17 LTR / TIN,1,TIN,4,4
FSD2INV-220501204,FSD2SO-063316,5/24/2022,C-2101034,DAZZLING DELISH,DAZZLING DELISH,FSD2,ZZNFKRT60S,"KC - SCOTT 9"" KITCHEN ROLL TOWEL 2PLY ""21271""",4 X 6 rolls X 60S,4,CTN,1,4
FSD2INV-220501201,FSD2SO-063318,5/24/2022,C-000530,THE CRE8TIVE GROUP PTE LTD-ORCHARD,SUPPLY & DEMAND - ORCHARD,FSD2,ZZNC3LTR,TROPIC CHOICE NACHOS CHEESE ,4 X 3LTR,1,PKT,1,1
FSD2INV-220501206,FSD2SO-063320,5/24/2022,C-004145,SKYDD PTE LTD,SKYDD PTE LTD (OH SOME BOWL),FSD2,FGSLBO3KG,FIGARO SLICED BLACK OLIVES,6 X 3KG,1,TIN,2,2
FSD2INV-220501206,FSD2SO-063320,5/24/2022,C-004145,SKYDD PTE LTD,SKYDD PTE LTD (OH SOME BOWL),FSD2,ZZBFRM3LTR,BEST FOOD REAL MAYONNAISE,4 X 3LTR,1,TUB,1,1
FSD2INV-220501206,FSD2SO-063320,5/24/2022,C-004145,SKYDD PTE LTD,SKYDD PTE LTD (OH SOME BOWL),FSD2,FMFUS500GM,SAPORITO FUSILLI,24 X 500GM,1,PKT,4,4
FSD2INV-220501206,FSD2SO-063320,5/24/2022,C-004145,SKYDD PTE LTD,SKYDD PTE LTD (OH SOME BOWL),FSD2,YWPAS565GM,YOWE PINEAPPLE SLICED IN SYRUP ,24 X 565GM,1,TIN,5,5
FSD2INV-220501212,FSD2SO-063326,5/25/2022,C-2106032,SPACE BQ PTE LTD,SPACE BQ PTE LTD,FSD2,ZZCS3KG,YOWE COOKING SALT,5 X 3KG,1,PKT,5,5
FSD2INV-220501182,FSD2SO-063299,5/24/2022,C-004696,JIA BIN (KLANG) BAK KUT TEH,JIA BIN (KLANG) BAK KUT TEH,FSD2,ZZFNCKC330ML,"COKE CANNED DRINK ""SG""",24 X 320ML,1,CTN,1,1
FSD2INV-220501182,FSD2SO-063299,5/24/2022,C-004696,JIA BIN (KLANG) BAK KUT TEH,JIA BIN (KLANG) BAK KUT TEH,FSD2,ZZCKZC320ML,COKE ZERO CANNED DRINK ,24 X 320ML,1,CTN,1,1
FSD2INV-220501194,FSD2SO-063300,5/24/2022,C-2204044,LITTLE FARMS PTE LTD - RIVER VALLEY,LITTLE FARMS CAFE - RIVER VALLEY,FSD2,DZDCP1KG,YOWE DRIED CHICK PEAS / KABULI CHANA,20 x 1KG,1,PKT,2,2
FSD2INV-220501190,FSD2SO-063303,5/24/2022,C-2102094,XUHUA ENTERPRISE,XUHUA ENTERPRISE,FSD2,PMCP450GM,YOWE CUSTARD POWDER,24 X 450GM,1,TIN,72,72
FSD2INV-220501188,FSD2SO-063305,5/24/2022,C-2106011,CAFE MELBA THREE PTE LTD,CAFE MELBA - MOUNT SOPHIA,FSD2,SKPBCHK1KG,SKIPPY PEANUT BUTTER - CHUNKY,6 x 1KG,1,BTL,1,1
FSD2INV-220501191,FSD2SO-063307,5/24/2022,C-2010019,HATHAWAY PTE LTD,HATHAWAY PTE LTD,FSD2,ZZWGR1KG,YOWE WHITE GLUTINOUS RICE,25 x 1KG,1,PKT,4,4
FSD2INV-220501195,FSD2SO-063308,5/24/2022,C-2010005,DAEBAK KOREAN RESTAURANT,DAEBAK,FSD2,ZZPSF1KG,YOWE POTATO STARCH FLOUR,20 x 1KG,1,PKT,3,3
FSD2INV-220501195,FSD2SO-063308,5/24/2022,C-2010005,DAEBAK KOREAN RESTAURANT,DAEBAK,FSD2,YWNFKT6ROLL,"YOWELL 9"" KITCHEN TOWEL (6 roll / pkt)",4 X (6 RLS X 60'S),1,PKT,2,2
FSD2INV-220501196,FSD2SO-063311,5/24/2022,C-2104009,EAT JOY PTE LTD,ABUNDANCE,FSD2,YWVEGCOG17LTR,YOWE VEGETABLE COOKING OIL-gross 17ltr,17 LTR / TIN,1,TIN,3,3
FSD2INV-220501197,FSD2SO-063313,5/25/2022,C-2106028,MY TERRITORY - FOCH,8 Degrees Taiwanese Bistro - Foch,FSD2,ZZTSF500GM,TABLE FINE SALT ,48 X 500GM,1,BOX,2,2
FSD2INV-220501197,FSD2SO-063313,5/25/2022,C-2106028,MY TERRITORY - FOCH,8 Degrees Taiwanese Bistro - Foch,FSD2,YWHTCCW640ML,YOWE SHAO HSING COOKING WINE - HUA TIAO CHEW,12 X 640ML,1,BTL,4,4
FSD2INV-220501197,FSD2SO-063313,5/25/2022,C-2106028,MY TERRITORY - FOCH,8 Degrees Taiwanese Bistro - Foch,FSD2,ZZMS3KG,MEE SUAH ,3 x 3KG,1,PKT,1,1
FSD2INV-220501197,FSD2SO-063313,5/25/2022,C-2106028,MY TERRITORY - FOCH,8 Degrees Taiwanese Bistro - Foch,FSD2,ZZROCY400GM,"LUMP SMALL SUGAR ""rock sugar"" - YELLOW CRYSTAL",50 x 400GM,1,PKT,10,10
FSD2INV-220501198,FSD2SO-063314,5/24/2022,C-2106028,MY TERRITORY - FOCH,8 Degrees Taiwanese Bistro - Foch,FSD2,ZZCSL250GM,CHILL COWHEAD CHEESE SLICED,24 X 250GM,1,PKT,5,5
FSD2INV-220501210,FSD2SO-063315,5/24/2022,C-2101034,DAZZLING DELISH,DAZZLING DELISH,FSD2,ZZMPC500GM,"CHILL MASCARPONE CHEESE ZANETTI""""",6 x 500GM,1,TUB,4,4
FSD2INV-220501204,FSD2SO-063316,5/24/2022,C-2101034,DAZZLING DELISH,DAZZLING DELISH,FSD2,ZZNFRCF45X600M,REYNOLD CLING FILM - 914,45CM X 600M,1,ROLL,1,1
FSD2INV-220501204,FSD2SO-063316,5/24/2022,C-2101034,DAZZLING DELISH,DAZZLING DELISH,FSD2,YWHNY1KG,YOWE HONEY ,12 X 1KG,1,BTL,1,1
FSD2INV-220501204,FSD2SO-063316,5/24/2022,C-2101034,DAZZLING DELISH,DAZZLING DELISH,FSD2,ZZBS500GM,"BARILLA SPAGHETTI ""05""",15 X 500GM,1,PKT,5,5
FSD2INV-220501199,FSD2SO-063317,5/25/2022,C-2102013,QUE PASA PTE LTD,QUE PASA PTE LTD,FSD2,FCWS850GM,GOODBURRY WINE-SAUERKRAUT,12 X 770G,1,TIN,1,1
FSD2INV-220501196,FSD2SO-063311,5/24/2022,C-2104009,EAT JOY PTE LTD,ABUNDANCE,FSD2,ZZOP1KG,SAPORITO ONION POWDER,12 x 1KG,1,PKT,1,1
FSD2INV-220501197,FSD2SO-063313,5/25/2022,C-2106028,MY TERRITORY - FOCH,8 Degrees Taiwanese Bistro - Foch,FSD2,ZZPOV450GM,PRESERVED OLIVE VEGETABLE - KAN LAN CHAI,24 X 450GM,1,BTL,5,5
FSD2INV-220501197,FSD2SO-063313,5/25/2022,C-2106028,MY TERRITORY - FOCH,8 Degrees Taiwanese Bistro - Foch,FSD2,NNPLFL900GM,DR OETKER NONA PLAIN FLOUR ,24 X 900GM,1,PKT,8,8
FSD2INV-220501204,FSD2SO-063316,5/24/2022,C-2101034,DAZZLING DELISH,DAZZLING DELISH,FSD2,ZZNFGB36X48IN,"YOWELL BLACK GARBAGE BAGS 36"" X 48""",10 X 30'S,1,PKT,3,3
FSD2INV-220501204,FSD2SO-063316,5/24/2022,C-2101034,DAZZLING DELISH,DAZZLING DELISH,FSD2,FGPBO400GM,FIGARO PITTED BLACK OLIVES,24 X 400GM,1,BTL,2,2
FSD2INV-220501204,FSD2SO-063316,5/24/2022,C-2101034,DAZZLING DELISH,DAZZLING DELISH,FSD2,ZZCOT100GM,CREAM OF TARTAR,12 x 100GM,1,BTL,3,3
FSD2INV-220501204,FSD2SO-063316,5/24/2022,C-2101034,DAZZLING DELISH,DAZZLING DELISH,FSD2,SPCP1KG,"SAPORITO COCOA POWDER ""PREMIUM""",15 X 1KG,1,PKT,1,1
FSD2INV-220501204,FSD2SO-063316,5/24/2022,C-2101034,DAZZLING DELISH,DAZZLING DELISH,FSD2,ZZJMAYO500GM,KEWPIE / QP MAYONNAISE,20 x 500gm,1,BOX,2,2
FSD2INV-220501204,FSD2SO-063316,5/24/2022,C-2101034,DAZZLING DELISH,DAZZLING DELISH,FSD2,ZZNFPB9X14IN,"HDPE TRANSPARENT PLASTIC BAGS - 9"" X 14""",25Pkt x 260s,1,PKT,1,1
FSD2INV-220501199,FSD2SO-063317,5/25/2022,C-2102013,QUE PASA PTE LTD,QUE PASA PTE LTD,FSD2,ZZLKSP1KG,LKK FINE SHRIMP SAUCE,6 X 1KG,1,BTL,24,24
FSD2INV-220501201,FSD2SO-063318,5/24/2022,C-000530,THE CRE8TIVE GROUP PTE LTD-ORCHARD,SUPPLY & DEMAND - ORCHARD,FSD2,ZZSISRFS1KG,YOWE REFINED SUGAR,25 x 1KG,1,PKT,2,2
FSD2INV-220501201,FSD2SO-063318,5/24/2022,C-000530,THE CRE8TIVE GROUP PTE LTD-ORCHARD,SUPPLY & DEMAND - ORCHARD,FSD2,MLJPSA10,SAPORITO JALAPENO PEPPER SLICED,6 X 2.9KG,1,TIN,1,1
FSD2INV-220501201,FSD2SO-063318,5/24/2022,C-000530,THE CRE8TIVE GROUP PTE LTD-ORCHARD,SUPPLY & DEMAND - ORCHARD,FSD2,ZZPITF25KG,PRIMA IKAN TERBANG FLOUR,25KG / BAG,1,BAG,1,1
FSD2INV-220501206,FSD2SO-063320,5/24/2022,C-004145,SKYDD PTE LTD,SKYDD PTE LTD (OH SOME BOWL),FSD2,SPCHICP2500GM,SAPORITO CHICK PEAS,6 X 2.50KG,1,TIN,3,3
FSD2INV-220501206,FSD2SO-063320,5/24/2022,C-004145,SKYDD PTE LTD,SKYDD PTE LTD (OH SOME BOWL),FSD2,FMSPAG500GM,SAPORITO SPAGHETTI 03,24 X 500GM,1,PKT,4,4
FSD2INV-220501206,FSD2SO-063320,5/24/2022,C-004145,SKYDD PTE LTD,SKYDD PTE LTD (OH SOME BOWL),FSD2,YWBSSMO5LTR,"YOWE SESAME OIL - blended PO-BC-5L""""",4 X 5LTR,1,TUB,1,1
FSD2INV-220501205,FSD2SO-063322,5/24/2022,C-2012100,SG JAPANESE FOOD PTE LTD @ SUNTEC,SG JAPANESE FOOD PTE LTD @ SUNTEC,FSD2,ZZJWMP1KG,SHIRO MISO PASTE-WHITE MISO,10 X 1KG,1,PKT,6,6
FSD2INV-220501214,FSD2SO-063328,5/25/2022,C-2106032,SPACE BQ PTE LTD,SPACE BQ PTE LTD,FSD2,ZZSISRS2KG,YOWE REFINED SUGAR,12 X 2 KG,1,PKT,6,6
FSD2INV-220501218,FSD2SO-063331,5/25/2022,C-004494,BRICKLANE PTE LTD,BRICKLANE PTE LTD,FSD2,ZZHZCSAC12GMC,HEINZ CHILLI SAUCE SACHET,1000's X 9GM,1,CTN,1,1
FSD2INV-220501247,FSD2SO-063362,5/25/2022,C-2201027,Farmbox Salad Pte Ltd ,Farmbox Salad Pte Ltd ,FSD2,ZZBFCD2400ML,BEST FOOD CAESAR DRESSING,6 X 2.50 LTR,1,TUB,2,2
FSD2INV-220501242,FSD2SO-063364,5/25/2022,C-2106033,SPACE ZSP PTE LTD,SPACE ZSP PTE LTD,FSD2,ZZRQR1KG,RED QUINOA SEEDS,1KG / PKT,1,PKT,1,1
FSD2INV-220501242,FSD2SO-063364,5/25/2022,C-2106033,SPACE ZSP PTE LTD,SPACE ZSP PTE LTD,FSD2,ATBALV500ML,SAPORITO BALSAMIC VINEGAR,12 X 500ML,1,BTL,1,1
FSD2INV-220501254,FSD2SO-063366,5/25/2022,C-001820,OMNIVORE (SAIL) PTE LTD,OMNIVORE - THE SAIL,FSD2,KEOJ1LTR,KEAN ORANGE JUICE,12 X 1LTR,1,PKT,4,4
FSD2INV-220501243,FSD2SO-063368,5/25/2022,C-2106033,SPACE ZSP PTE LTD,SPACE ZSP PTE LTD,FSD2,ZZPCFS1KG,FROZEN PROCESSED CUTTLE FISH SHREDDED,10 X 1KG,1,PKT,1,1
FSD2INV-220501246,FSD2SO-063369,5/25/2022,C-002147,RELISH BURGER PTE LTD,RELISH BURGER PTE LTD-CLUNLY COURT,FSD2,ZZSISRFS1KG,YOWE REFINED SUGAR,25 x 1KG,1,PKT,4,4
FSD2INV-220501246,FSD2SO-063369,5/25/2022,C-002147,RELISH BURGER PTE LTD,RELISH BURGER PTE LTD-CLUNLY COURT,FSD2,FMLING500GM,SAPORITO LINGUINE,24 X 500GM,1,PKT,24,24
FSD2INV-220501249,FSD2SO-063370,5/25/2022,C-000832,THE HAPPY TREE PTE LTD,Cali Ascott Raffles Place,FSD2,FGSLBO3KG,FIGARO SLICED BLACK OLIVES,6 X 3KG,1,TIN,2,2
FSD2INV-220501255,FSD2SO-063371,5/25/2022,C-2106030,OMNIVORE (79ROBINSON) PTE LTD,OMNIVORE - ROBINSON ROAD,FSD2,ZZSISRFS1KG,YOWE REFINED SUGAR,25 x 1KG,1,PKT,2,2
FSD2INV-220501255,FSD2SO-063371,5/25/2022,C-2106030,OMNIVORE (79ROBINSON) PTE LTD,OMNIVORE - ROBINSON ROAD,FSD2,KEOJ1LTR,KEAN ORANGE JUICE,12 X 1LTR,1,PKT,2,2
FSD2INV-220501250,FSD2SO-063376,5/25/2022,C-004717,SOS RESTAURANTS PTE LTD,SOS RESTAURANTS PTE LTD,FSD2,YWVEGCOG17LTR,YOWE VEGETABLE COOKING OIL-gross 17ltr,17 LTR / TIN,1,TIN,4,4
FSD2INV-220501260,FSD2SO-063379,5/25/2022,C-005117,SHAKE FARM PTE LTD,THE DIGITAL KITCHEN ,FSD2,SPRKB2650GM,SAPORITO RED KIDNEY BEAN,6 X 2.65KG,1,TIN,6,6
KAINV-220500935,KASO-074504,5/24/2022,C-001956,PARKWAY HOSPITALS SINGAPORE PTE LTD - MT EL.NOVENA,PARKWAY HOSPITALS SINGAPORE PTE LTD - MT EL.NOVENA,KA,ZZFNCKC330ML,"COKE CANNED DRINK ""SG""",24 X 320ML,1,CTN,2,2
KAINV-220501103,KASO-074534,5/24/2022,C-002456,SINGAPORE CRICKET CLUB,SINGAPORE CRICKET CLUB,HC,SPCHICP2500GM,SAPORITO CHICK PEAS,6 X 2.50KG,1,TIN,4,4
KAINV-220501104,KASO-074535,5/24/2022,C-002456,SINGAPORE CRICKET CLUB,SINGAPORE CRICKET CLUB,HC,YWWBC1KG,YOWE WHITE BREAD CRUMBS,10 X 1KG,1,PKT,2,2
KAINV-220501162,KASO-074602,5/25/2022,C-002793,THE PAN PACIFIC HOTEL SINGAPORE,PAN PACIFIC HOTEL (MARINA SQ),HC,ZZAC1KG,"MENTOS CANDY ""MINT""",10 x 1KG,1,PKT,3,3
KAINV-220501036,KASO-074616,5/24/2022,C-004121,D&N SINGAPORE PTE LTD-HOSHINO ONE KM,HOSHINO COFFEE @ ONE KM,KA,ZZSM390GM,F&N SWEETENED DAIRY CREAMER,48 X 390GM,1,TIN,8,8
KAINV-220501036,KASO-074616,5/24/2022,C-004121,D&N SINGAPORE PTE LTD-HOSHINO ONE KM,HOSHINO COFFEE @ ONE KM,KA,ZZWSS6GM,SIS WHITE SUGAR STICK,24 x 100's x 4gm,1,PKT,1,1
KAINV-220501036,KASO-074616,5/24/2022,C-004121,D&N SINGAPORE PTE LTD-HOSHINO ONE KM,HOSHINO COFFEE @ ONE KM,KA,ZZKCTLSS640ML,KCT LIGHT SOYA SAUCE SUPERIOR,12 X 640ML,1,BTL,1,1
FSD2INV-220501204,FSD2SO-063316,5/24/2022,C-2101034,DAZZLING DELISH,DAZZLING DELISH,FSD2,ZZSO2KG,YOWE SUNFLOWER OIL,6 X 2LTR,1,BTL,1,1
FSD2INV-220501204,FSD2SO-063316,5/24/2022,C-2101034,DAZZLING DELISH,DAZZLING DELISH,FSD2,ZZNFNBGPFL,YOWELL BLUE NITRILE GLOVE - POWDER FREE 'L',10 X 100'S,1,BOX,3,3
FSD2INV-220501204,FSD2SO-063316,5/24/2022,C-2101034,DAZZLING DELISH,DAZZLING DELISH,FSD2,ZZNFTPB12X8IN,"HDPE TRANSPARENT PLASTIC BAGS - 12"" X 18""",30Pkt x 220S,1,PKT,1,1
FSD2INV-220501206,FSD2SO-063320,5/24/2022,C-004145,SKYDD PTE LTD,SKYDD PTE LTD (OH SOME BOWL),FSD2,YWPCHH850GM,YOWE PEACH HALVES IN SYRUP,12 x 820GM,1,TIN,4,4
FSD2INV-220501206,FSD2SO-063320,5/24/2022,C-004145,SKYDD PTE LTD,SKYDD PTE LTD (OH SOME BOWL),FSD2,SPRKB2650GM,SAPORITO RED KIDNEY BEAN,6 X 2.65KG,1,TIN,2,2
FSD2INV-220501211,FSD2SO-063325,5/24/2022,C-005018,PRADEO PTE LTD - MAX'S RESTAURANT (Far East Plaza),MAX'S RESTAURANT,FSD2,ZZVBS1KG,VHP BROWN SUGAR - SUPERIOR,25 x 1KG,1,PKT,10,10
FSD2INV-220501212,FSD2SO-063326,5/25/2022,C-2106032,SPACE BQ PTE LTD,SPACE BQ PTE LTD,FSD2,NNPLFL900GM,DR OETKER NONA PLAIN FLOUR ,24 X 900GM,1,PKT,4,4
FSD2INV-220501212,FSD2SO-063326,5/25/2022,C-2106032,SPACE BQ PTE LTD,SPACE BQ PTE LTD,FSD2,RMDJM850ML,REMIA DIJON MUSTARD ,6 X 850GM,1,BTL,1,1
FSD2INV-220501212,FSD2SO-063326,5/25/2022,C-2106032,SPACE BQ PTE LTD,SPACE BQ PTE LTD,FSD2,ZZTSTC1KG,TUNGSAN SAMBAL TUMIS COOKED,1KG / PKT,1,PKT,6,6
FSD2INV-220501212,FSD2SO-063326,5/25/2022,C-2106032,SPACE BQ PTE LTD,SPACE BQ PTE LTD,FSD2,ZZKCMB1LTR,"KARA COCONUT CREAM ""BLUE"" 100049029",12 X 1LTR,1,PKT,10,10
FSD2INV-220501217,FSD2SO-063330,5/25/2022,C-2102043,SPACE TPC PTE LTD,SPACE TPC PTE LTD,FSD2,YWVEGCOG17LTR,YOWE VEGETABLE COOKING OIL-gross 17ltr,17 LTR / TIN,1,TIN,2,2
FSD2INV-220501218,FSD2SO-063331,5/25/2022,C-004494,BRICKLANE PTE LTD,BRICKLANE PTE LTD,FSD2,ZZNFD5LTR,YOWELL PINE DISINFECTANT CLEANER,4 x 5LTR,1,TUB,5,5
FSD2INV-220501220,FSD2SO-063333,5/25/2022,C-2008099,PARIS BAGUETTE SINGAPORE PTE LTD - BUGIS,PARIS BAGUETTE SINGAPORE PTE LTD - BUGIS,FSD2,ZZFSH1KG,YOKEE FRIED ONION,10 x 1KG,1,PKT,2,2
FSD2INV-220501220,FSD2SO-063333,5/25/2022,C-2008099,PARIS BAGUETTE SINGAPORE PTE LTD - BUGIS,PARIS BAGUETTE SINGAPORE PTE LTD - BUGIS,FSD2,ZZNFKC19139,"WYPALL WIPER X80 PLUS QUARTER FOLD  - BLUE ""19139""",8 X 30'S,1,PKT,1,1
FSD2INV-220501222,FSD2SO-063334,5/25/2022,C-2105018,Royal Palm Pte Ltd - Bugis,Royal Palm @ Village Hotel Bugis,FSD2,YWHNY1KG,YOWE HONEY ,12 X 1KG,1,BTL,6,6
FSD2INV-220501221,FSD2SO-063335,5/25/2022,C-2004014,PC INTERNATIONAL PTE LTD,POTATO CORNER - 313,FSD2,ZZNFBS6IN,"6"" BAMBOO STICK / SATAY STICK ",150 X 200's,1,PKT,20,20
FSD2INV-220501231,FSD2SO-063339,5/25/2022,C-003115,YOLO GROUP PTE LTD,YOLO GROUP PTE LTD (B4 5PM) - HARRISON ROAD,FSD2,ZZBWV1GAL,ARTIFICIAL WHITE VINEGAR,4 X 5LTR,1,TUB,1,1
FSD2INV-220501231,FSD2SO-063339,5/25/2022,C-003115,YOLO GROUP PTE LTD,YOLO GROUP PTE LTD (B4 5PM) - HARRISON ROAD,FSD2,DZWPP500GM,YOWE WHITE PEPPER POWDER,20 X 500GM,1,PKT,2,2
KAINV-220501036,KASO-074616,5/24/2022,C-004121,D&N SINGAPORE PTE LTD-HOSHINO ONE KM,HOSHINO COFFEE @ ONE KM,KA,MGTK1500GM,MAGGI TOMATO KETCHUP - POUCH ,12 X 1.5KG,1,PKT,1,1
KAINV-220501050,KASO-074618,5/24/2022,C-000189,ASTON FOOD & BEVERAGE SPECIALITIES PTE LTD - SUNTE,ASTON FOOD & BEVERAGE SPECIALITIES PTE LTD-SUNTEC,KA,BBUWC1LTR,CHILL-GLF WHIPPING WITH CREAM (Peach) DV000AM,12 X 1 LITRE,1,PKT,8,8
KAINV-220501040,KASO-074625,5/24/2022,C-002631,STUFF'D VENTURES PTE LTD - WHITE SANDS,STUFF'D VENTURES PTE LTD - WHITE SANDS,KA,ZZTSF500GM,TABLE FINE SALT ,48 X 500GM,1,BOX,6,6
KAINV-220501040,KASO-074625,5/24/2022,C-002631,STUFF'D VENTURES PTE LTD - WHITE SANDS,STUFF'D VENTURES PTE LTD - WHITE SANDS,KA,ZZBWV1GAL,ARTIFICIAL WHITE VINEGAR,4 X 5LTR,1,TUB,1,1
KAINV-220501040,KASO-074625,5/24/2022,C-002631,STUFF'D VENTURES PTE LTD - WHITE SANDS,STUFF'D VENTURES PTE LTD - WHITE SANDS,KA,ZZBR5KG,"BASMATI RICE ""MALIKA"" ""PKT"" (DUE AASHMA OOS)",4 x 5KG,1,BAG,1,1
KAINV-220501043,KASO-074626,5/24/2022,C-002153,REPUBLIC PLAZA CITY CLUB (S) PTE LTD,TOWER CLUB SINGAPORE ( CLOSED 3PM ),HC,ZTNCG200GM,NESCAFE GOLD,6 X 200GM,1,BTL,1,1
KAINV-220501042,KASO-074630,5/24/2022,C-000461,CHINESE SWIMMING CLUB,CHINESE SWIMMING CLUB,HC,ZZTSF500GM,TABLE FINE SALT ,48 X 500GM,1,BOX,12,12
KAINV-220501044,KASO-074631,5/24/2022,C-2102048,ASTON FOOD & BEVERAGE SPECIALITIES PL-SIMEI EPM,ANDES - SIMEI EASTPOINT,KA,YWWBC1KG,YOWE WHITE BREAD CRUMBS,10 X 1KG,1,PKT,10,10
KAINV-220501052,KASO-074634,5/24/2022,C-000203,ASTON FOOD & BEVERAGE SPECIALITIES PTE LTD-CHAI,ANDES - CHAI CHEE,KA,YWWBC1KG,YOWE WHITE BREAD CRUMBS,10 X 1KG,1,PKT,10,10
KAINV-220501052,KASO-074634,5/24/2022,C-000203,ASTON FOOD & BEVERAGE SPECIALITIES PTE LTD-CHAI,ANDES - CHAI CHEE,KA,ZZOB274GM,KRAFT OREO REGULAR BOX (2x123.5gm) ,12 X 247GM,1,BOX,4,4
KAINV-220501054,KASO-074638,5/24/2022,C-002622,STUFF'D VENTURES PTE LTD - HILLION MALL,STUFF'D VENTURES PTE LTD - HILLION MALL,KA,ZZMPDS5KG,MAE PRANOM DIPPING SAUCE FOR CHICKEN (REPLACEMENT FOR 980GM),3 x 5LTR,1,TUB,2,2
KAINV-220501055,KASO-074642,5/24/2022,C-002322,SELETAR COUNTRY CLUB,SELETAR COUNTRY CLUB,HC,ZZAS1KG,ATTAP SEEDS,12 X 1KG,1,PKT,10,10
KAINV-220501051,KASO-074645,5/24/2022,C-004395,ASTON FOOD & BEVERAGE SPECIALITIES PTE.LTD.-CLARKQ,EAST TREASURE - RIVERVALLEY,KA,YWAVDLA10,YOWE ALOE VERA DICES IN LIGHT SYRUP,6 X 3.05KG,1,TIN,2,2
KAINV-220501056,KASO-074646,5/24/2022,C-2012098,ASTON FOOD & BEVERAGE SPECIALITIES PL-WOODS SQUARE,ANDES - WOODS SQUARE,KA,SAPUFCM1LTR,SAPORITO UHT MILK - 3.5% FAT with CAP,12 X 1LTR,1,PKT,24,24
KAINV-220501056,KASO-074646,5/24/2022,C-2012098,ASTON FOOD & BEVERAGE SPECIALITIES PL-WOODS SQUARE,ANDES - WOODS SQUARE,KA,YWPOOB5LTR,YOWE POMACE OLIVE OIL,4 X 5 LTR,1,TIN,1,1
KAINV-220501057,KASO-074648,5/24/2022,C-2009019,ASTON FOOD & BEVERAGE SPECIALITIES PTE LTD - VIVO ,ASTON FOOD & BEVERAGE SPECIALITIES PTE LTD - VIVO ,KA,YWWBC1KG,YOWE WHITE BREAD CRUMBS,10 X 1KG,1,PKT,20,20
KAINV-220501057,KASO-074648,5/24/2022,C-2009019,ASTON FOOD & BEVERAGE SPECIALITIES PTE LTD - VIVO ,ASTON FOOD & BEVERAGE SPECIALITIES PTE LTD - VIVO ,KA,SPBBTS425GM,SAPORITO BAKED BEANS IN TOMATO SAUCE,24 X 425GM,1,TIN,48,48
FSD2INV-220501216,FSD2SO-063336,5/25/2022,C-004850,DELIBOWL PTE LTD,DELIBOWL EXPRESS - FUNAN,FSD2,ZZEMCFN397GM,"F&N EVAPORATED MILK FILLED 8%  ""Curry Chicken Logo""(2ctn)",48 X 400GM,1,TIN,96,96
FSD2INV-220501216,FSD2SO-063336,5/25/2022,C-004850,DELIBOWL PTE LTD,DELIBOWL EXPRESS - FUNAN,FSD2,ZZSISRFS1KG,YOWE REFINED SUGAR,25 x 1KG,1,PKT,10,10
FSD2INV-220501231,FSD2SO-063339,5/25/2022,C-003115,YOLO GROUP PTE LTD,YOLO GROUP PTE LTD (B4 5PM) - HARRISON ROAD,FSD2,ZZSISRAWS1KG,SIS RAW SUGAR,24 X 800GM,1,PKT,5,5
FSD2INV-220501231,FSD2SO-063339,5/25/2022,C-003115,YOLO GROUP PTE LTD,YOLO GROUP PTE LTD (B4 5PM) - HARRISON ROAD,FSD2,ZZNHYSM2KG,NIHON HALAL YAKINIKU SAUCE,6 X 2LTR,1,TUB,1,1
FSD2INV-220501229,FSD2SO-063341,5/25/2022,C-003067,HOWLERS PTE LTD,WOLF BURGERS FUNAN,FSD2,ZZHZYM2300GM,HEINZ YELLOW MUSTARD,6 X 2.95KG,1,BTL,1,1
FSD2INV-220501229,FSD2SO-063341,5/25/2022,C-003067,HOWLERS PTE LTD,WOLF BURGERS FUNAN,FSD2,YWVEGCOG17LTR,YOWE VEGETABLE COOKING OIL-gross 17ltr,17 LTR / TIN,1,TIN,2,2
